id,name,faction,role,sex,stats,abilities,deityArtDna
"MG-DEITY-021","Artemis","Olympian","Dominion","Female","{""hp"": 36, ""attack"": 10, ""range"": 4, ""energy"": 5, ""speed"": 3, ""armor"": 8, ""resistance"": 16, ""critChance"": 7, ""accuracy"": 86, ""evasion"": 8, ""guardBreak"": 9, ""combatPower"": 224}","[""Artemis \u2014 Aegis Spear Thrust Vector"", ""Laurel Trial Technique \u2014 Field Rewrite"", ""Artemis: Olympian Verdict Contest Dominion Grid"", ""Divine Ascension \u2014 Nike Crowned Ascension""]","{""mythology"": ""Olympian controller office: terrain law, threshold command, battlefield geometry; Apollo: prophecy, sun clarity, music, plague/purification"", ""realm"": ""The Celestial Heights of Olympus"", ""civilization"": ""A competitive sky-polity whose marble courts, bronze phalanx geometry, laurel verdicts, oracle fumes, divine smithing, athlete-warrior rites, and cloud thrones later appeared in human Greek cult, epic, and city-state myth."", ""cultureRule"": ""source culture humans later copied as Greek myth"", ""beautyStandard"": ""Olympian femininity: classical divine beauty, elegant waist-to-hip curve, luminous skin, poised contrapposto, graceful power, face worthy of cult statue but alive"", ""realmAnatomy"": ""marble-light living anatomy with bronze tendons, laurel nerve filaments, oracle-smoke breath, aegis scale patches, and thunder/starfire pupils"", ""identityFace"": ""radiant oval queen face with kohl-sharp eyes, high cheeks, full lips, and a luminous long neck framed by sun jewelry; unique to Artemis through the spiral hip-chain facial/cranial rhythm"", ""identityBody"": ""elegant tall sorceress build, long neck and arms, tapered waist, flowing garment silhouette, commanding feminine stillness; height/proportion offset 21: braided weapon tether changes the black-shape read"", ""roleSilhouette"": ""vertical command silhouette with crown/halo/mantle spread, long gesture hand, and battlefield-rule presence plus three-bead brow line so the character reads alone in silhouette"", ""signatureWeapon"": ""Artemis Compass Aegis Laurel Spear"", ""auditStatus"": ""PASS"", ""updated"": ""2026-08-17"", ""maskHelmetIdentity"": ""Artemis mask/helmet/crown uses asymmetric high collar, sex-specific eye framing, and role-specific brow/cheek geometry; never interchangeable faction headgear."", ""armorIdentity"": ""Full-body living myth-source Deity, not a costume: Artemis shows living marble-light bodies, bronze cuirasses, laurel circuits, aegis scales, thunder tribunal halos, oracle smoke, amphitheater armor curves, hoplite shield geometry, winged victory accents, gold-blue skyfire, carved but non-readable relief bands.."", ""resolvedArtIdentityPass"": true}"
"MG-DEITY-022","Ares","Olympian","Fracture","Male","{""hp"": 42, ""attack"": 13, ""range"": 2, ""energy"": 3, ""speed"": 2, ""armor"": 12, ""resistance"": 8, ""critChance"": 9, ""accuracy"": 81, ""evasion"": 4, ""guardBreak"": 18, ""combatPower"": 212}","[""Ares \u2014 Aegis Spear Thrust Rend"", ""Laurel Trial Technique \u2014 Rupture"", ""Ares: Olympian Verdict Contest Sundering Trial"", ""Divine Ascension \u2014 Nike Crowned Ascension""]","{""mythology"": ""Olympian breaker office: judgement rupture, armor sundering, trial by force; Artemis: wild thresholds, moon hunt, bow discipline"", ""realm"": ""The Celestial Heights of Olympus"", ""civilization"": ""A competitive sky-polity whose marble courts, bronze phalanx geometry, laurel verdicts, oracle fumes, divine smithing, athlete-warrior rites, and cloud thrones later appeared in human Greek cult, epic, and city-state myth."", ""cultureRule"": ""source culture humans later copied as Greek myth"", ""beautyStandard"": ""Olympian masculinity: athletic proportion, laurel authority, bronze-lit muscle, symmetrical nobility, heroic posture without bodybuilder sameness"", ""realmAnatomy"": ""marble-light living anatomy with bronze tendons, laurel nerve filaments, oracle-smoke breath, aegis scale patches, and thunder/starfire pupils"", ""identityFace"": ""square wolf-jaw face with flattened warrior nose, close-set amber eyes, cropped battle braids, and frost-bitten cheekbones; unique to Ares through the split cloak tail facial/cranial rhythm"", ""identityBody"": ""masculine mythic playable build; height/proportion offset 22: crescent shoulder void changes the black-shape read"", ""roleSilhouette"": ""clear unique playable silhouette plus thorn rib lattice so the character reads alone in silhouette"", ""signatureWeapon"": ""Ares Sunderer Aegis Laurel Spear"", ""auditStatus"": ""PASS"", ""updated"": ""2026-08-17"", ""maskHelmetIdentity"": ""Ares mask/helmet/crown uses floating oath-ring stack, sex-specific eye framing, and role-specific brow/cheek geometry; never interchangeable faction headgear."", ""armorIdentity"": ""Full-body living myth-source Deity, not a costume: Ares shows living marble-light bodies, bronze cuirasses, laurel circuits, aegis scales, thunder tribunal halos, oracle smoke, amphitheater armor curves, hoplite shield geometry, winged victory accents, gold-blue skyfire, carved but non-readable relief bands.."", ""resolvedArtIdentityPass"": true}"
"MG-DEITY-028","Amaterasu","Kami","Endurance","Female","{""hp"": 52, ""attack"": 10, ""range"": 2, ""energy"": 5, ""speed"": 2, ""armor"": 19, ""resistance"": 12, ""critChance"": 7, ""accuracy"": 82, ""evasion"": 4, ""guardBreak"": 8, ""combatPower"": 238}","[""Amaterasu \u2014 Kagura Spirit Cut Anchor"", ""Shide Seal Technique \u2014 Bastion"", ""Amaterasu: Torii Boundary Rewrite Holdfast"", ""Divine Ascension \u2014 Amaterasu Moon-Gate Radiance""]","{""mythology"": ""Kami defender office: sovereign protector, gate-holder, law shield; Kami: spirits, nature forces, ancestors, sacred qualities"", ""realm"": ""The Sacred Kingdoms"", ""civilization"": ""A realm of shrine-courts, forest spirits, foxfire messengers, masked mountain judges, purification rivers, moon bridges, sacred mirrors, and living weather whose traces became human Japanese myth, ritual, and folklore."", ""cultureRule"": ""source culture humans later copied as Japanese myth and Shinto shrine lore"", ""beautyStandard"": ""kami-court femininity: refined shrine beauty, delicate but powerful features, visible waist and hip rhythm, silk-like posture, foxfire allure or moon-water serenity"", ""realmAnatomy"": ""spirit-realm anatomy with lacquer-sheen skin, cedar-bark undertones, foxfire pupils, mirror-water highlights, feather-wind joints, and shide-paper aura trails"", ""identityFace"": ""athletic huntress face with sun-browned cheeks, clear fierce eyes, wind-pulled hair, and focused mouth; unique to Amaterasu through the root-wrapped ankle guard facial/cranial rhythm"", ""identityBody"": ""powerful feminine guardian build with strong legs, clear waist-to-hip curve, shaped armored hips, proud upright poise, not masculine blocky; height/proportion offset 28: blood-wax sash knot changes the black-shape read"", ""roleSilhouette"": ""fortress-readable silhouette with broad guard arms, heavy base, protective negative space, and a weapon planted like law plus broken crown prong so the character reads alone in silhouette"", ""signatureWeapon"": ""Amaterasu Bulwark Mirror-Talisman Spirit Blade"", ""auditStatus"": ""PASS"", ""updated"": ""2026-08-17"", ""maskHelmetIdentity"": ""Amaterasu mask/helmet/crown uses three-bead brow line, sex-specific eye framing, and role-specific brow/cheek geometry; never interchangeable faction headgear."", ""armorIdentity"": ""Full-body living myth-source Deity, not a costume: Amaterasu shows torii silhouettes, shrine lacquer red, white paper shide, braided shimenawa cords, mirror discs, foxfire blue, ink-wash smoke, cedar bark, moonlit silk, oni iron, tengu feather wind, dragon-rain scales, mask geometry, seasonal petals and ash.."", ""resolvedArtIdentityPass"": true}"
"MG-DEITY-029","Tsukuyomi","Kami","Conduit","Male","{""hp"": 38, ""attack"": 12, ""range"": 3, ""energy"": 5, ""speed"": 3, ""armor"": 9, ""resistance"": 14, ""critChance"": 8, ""accuracy"": 84, ""evasion"": 7, ""guardBreak"": 6, ""combatPower"": 232}","[""Tsukuyomi \u2014 Kagura Spirit Cut Kindle"", ""Shide Seal Technique \u2014 Reservoir"", ""Tsukuyomi: Torii Boundary Rewrite Overchannel"", ""Divine Ascension \u2014 Amaterasu Moon-Gate Radiance""]","{""mythology"": ""Kami battery office: renewal engine, resource hearth, stored sacred force; Shinto shrine practice: torii thresholds, purification, offerings, shimenawa, shide"", ""realm"": ""The Sacred Kingdoms"", ""civilization"": ""A realm of shrine-courts, forest spirits, foxfire messengers, masked mountain judges, purification rivers, moon bridges, sacred mirrors, and living weather whose traces became human Japanese myth, ritual, and folklore."", ""cultureRule"": ""source culture humans later copied as Japanese myth and Shinto shrine lore"", ""beautyStandard"": ""kami-court masculinity: disciplined face, shrine-warrior restraint, long graceful limbs, precise posture, quiet danger rather than brute size"", ""realmAnatomy"": ""spirit-realm anatomy with lacquer-sheen skin, cedar-bark undertones, foxfire pupils, mirror-water highlights, feather-wind joints, and shide-paper aura trails"", ""identityFace"": ""scarred veteran face with broken cheek plane, braided mustache, heavy lower jaw, and narrowed survivor eyes; unique to Tsukuyomi through the wing-shadow cape edge facial/cranial rhythm"", ""identityBody"": ""masculine mythic playable build; height/proportion offset 29: sun-scar collar notch changes the black-shape read"", ""roleSilhouette"": ""clear unique playable silhouette plus left-shoulder raven mantle so the character reads alone in silhouette"", ""signatureWeapon"": ""Tsukuyomi Generator Mirror-Talisman Spirit Blade"", ""auditStatus"": ""PASS"", ""updated"": ""2026-08-17"", ""maskHelmetIdentity"": ""Tsukuyomi mask/helmet/crown uses thorn rib lattice, sex-specific eye framing, and role-specific brow/cheek geometry; never interchangeable faction headgear."", ""armorIdentity"": ""Full-body living myth-source Deity, not a costume: Tsukuyomi shows torii silhouettes, shrine lacquer red, white paper shide, braided shimenawa cords, mirror discs, foxfire blue, ink-wash smoke, cedar bark, moonlit silk, oni iron, tengu feather wind, dragon-rain scales, mask geometry, seasonal petals and ash.."", ""resolvedArtIdentityPass"": true}"
"MG-DEITY-030","Susanoo","Kami","Dominion","Male","{""hp"": 38, ""attack"": 10, ""range"": 4, ""energy"": 5, ""speed"": 3, ""armor"": 8, ""resistance"": 16, ""critChance"": 7, ""accuracy"": 86, ""evasion"": 8, ""guardBreak"": 9, ""combatPower"": 226}","[""Susanoo \u2014 Kagura Spirit Cut Vector"", ""Shide Seal Technique \u2014 Field Rewrite"", ""Susanoo: Torii Boundary Rewrite Dominion Grid"", ""Divine Ascension \u2014 Amaterasu Moon-Gate Radiance""]","{""mythology"": ""Kami controller office: terrain law, threshold command, battlefield geometry; Kitsune/Inari echoes: foxfire, shapeshift, messengers, rice/abundance"", ""realm"": ""The Sacred Kingdoms"", ""civilization"": ""A realm of shrine-courts, forest spirits, foxfire messengers, masked mountain judges, purification rivers, moon bridges, sacred mirrors, and living weather whose traces became human Japanese myth, ritual, and folklore."", ""cultureRule"": ""source culture humans later copied as Japanese myth and Shinto shrine lore"", ""beautyStandard"": ""kami-court masculinity: disciplined face, shrine-warrior restraint, long graceful limbs, precise posture, quiet danger rather than brute size"", ""realmAnatomy"": ""spirit-realm anatomy with lacquer-sheen skin, cedar-bark undertones, foxfire pupils, mirror-water highlights, feather-wind joints, and shide-paper aura trails"", ""identityFace"": ""mask-framed priest-warrior face with tall forehead, carved lips, unusual eye spacing, and ritual mark asymmetry; unique to Susanoo through the three-bead brow line facial/cranial rhythm"", ""identityBody"": ""tall angular strategist body, long hands, narrow waist, commanding cloak/halo span, measured predatory stillness; height/proportion offset 30: wolf-jaw pauldron changes the black-shape read"", ""roleSilhouette"": ""vertical command silhouette with crown/halo/mantle spread, long gesture hand, and battlefield-rule presence plus spiral hip-chain so the character reads alone in silhouette"", ""signatureWeapon"": ""Susanoo Compass Mirror-Talisman Spirit Blade"", ""auditStatus"": ""PASS"", ""updated"": ""2026-08-17"", ""maskHelmetIdentity"": ""Susanoo mask/helmet/crown uses mirror-disc spine row, sex-specific eye framing, and role-specific brow/cheek geometry; never interchangeable faction headgear."", ""armorIdentity"": ""Full-body living myth-source Deity, not a costume: Susanoo shows torii silhouettes, shrine lacquer red, white paper shide, braided shimenawa cords, mirror discs, foxfire blue, ink-wash smoke, cedar bark, moonlit silk, oni iron, tengu feather wind, dragon-rain scales, mask geometry, seasonal petals and ash.."", ""resolvedArtIdentityPass"": true}"
"MG-DEITY-031","Izanami","Kami","Fracture","Female","{""hp"": 44, ""attack"": 13, ""range"": 2, ""energy"": 3, ""speed"": 2, ""armor"": 12, ""resistance"": 8, ""critChance"": 9, ""accuracy"": 81, ""evasion"": 4, ""guardBreak"": 18, ""combatPower"": 214}","[""Izanami \u2014 Kagura Spirit Cut Rend"", ""Shide Seal Technique \u2014 Rupture"", ""Izanami: Torii Boundary Rewrite Sundering Trial"", ""Divine Ascension \u2014 Amaterasu Moon-Gate Radiance""]","{""mythology"": ""Kami breaker office: judgement rupture, armor sundering, trial by force; Tengu: mountain wind, discipline, masks, feathers"", ""realm"": ""The Sacred Kingdoms"", ""civilization"": ""A realm of shrine-courts, forest spirits, foxfire messengers, masked mountain judges, purification rivers, moon bridges, sacred mirrors, and living weather whose traces became human Japanese myth, ritual, and folklore."", ""cultureRule"": ""source culture humans later copied as Japanese myth and Shinto shrine lore"", ""beautyStandard"": ""kami-court femininity: refined shrine beauty, delicate but powerful features, visible waist and hip rhythm, silk-like posture, foxfire allure or moon-water serenity"", ""realmAnatomy"": ""spirit-realm anatomy with lacquer-sheen skin, cedar-bark undertones, foxfire pupils, mirror-water highlights, feather-wind joints, and shide-paper aura trails"", ""identityFace"": ""radiant oval queen face with kohl-sharp eyes, high cheeks, full lips, and a luminous long neck framed by sun jewelry; unique to Izanami through the thorn rib lattice facial/cranial rhythm"", ""identityBody"": ""feminine mythic playable build; height/proportion offset 31: bell-ring halo segment changes the black-shape read"", ""roleSilhouette"": ""clear unique playable silhouette plus split cloak tail so the character reads alone in silhouette"", ""signatureWeapon"": ""Izanami Sunderer Mirror-Talisman Spirit Blade"", ""auditStatus"": ""PASS"", ""updated"": ""2026-08-17"", ""maskHelmetIdentity"": ""Izanami mask/helmet/crown uses blood-wax sash knot, sex-specific eye framing, and role-specific brow/cheek geometry; never interchangeable faction headgear."", ""armorIdentity"": ""Full-body living myth-source Deity, not a costume: Izanami shows torii silhouettes, shrine lacquer red, white paper shide, braided shimenawa cords, mirror discs, foxfire blue, ink-wash smoke, cedar bark, moonlit silk, oni iron, tengu feather wind, dragon-rain scales, mask geometry, seasonal petals and ash.."", ""resolvedArtIdentityPass"": true}"
"MG-DEITY-037","Dagda","Tuatha","Endurance","Male","{""hp"": 48, ""attack"": 10, ""range"": 2, ""energy"": 5, ""speed"": 2, ""armor"": 19, ""resistance"": 12, ""critChance"": 7, ""accuracy"": 82, ""evasion"": 4, ""guardBreak"": 8, ""combatPower"": 234}","[""Dagda \u2014 Silver-Lughch Cut Anchor"", ""Geas Thorn Technique \u2014 Bastion"", ""Dagda: S\u00eddhe Court Covenant Holdfast"", ""Divine Ascension \u2014 T\u00edr na n\u00d3g Moon-Sovereign Form""]","{""mythology"": ""Tuatha defender office: sovereign protector, gate-holder, law shield; Tuatha D\u00e9 Danann: divine tribes, craft, sovereignty, otherworld descent"", ""realm"": ""Avalora"", ""civilization"": ""A fae-sovereign memory civilization whose mound gates, silver oathcraft, living woods, moon courts, battle crows, poetic fire, druid knots, and impossible youthlands later became human Celtic fairy and divine lore."", ""cultureRule"": ""source culture humans later copied as Celtic and Irish fae myth"", ""beautyStandard"": ""Tuatha masculinity: fae-warrior nobility, lean otherworld strength, sharp cheekbones, lyrical movement, sovereign confidence rather than bulk"", ""realmAnatomy"": ""Avalora fae-root anatomy with silver-branch nerves, moonlit skin, thorn-bloom scars, mist-vein translucence, geas marks, and living bark/flesh borders"", ""identityFace"": ""predatory court face with angular jaw, hooked noble nose, ember eyes, and precise dangerous smile; unique to Dagda through the broken crown prong facial/cranial rhythm"", ""identityBody"": ""massive oath-anchor torso, thick forearms, grounded legs, shield-wall stance, unmistakably masculine without losing individual anatomy; height/proportion offset 37: floating oath-ring stack changes the black-shape read"", ""roleSilhouette"": ""fortress-readable silhouette with broad guard arms, heavy base, protective negative space, and a weapon planted like law plus root-wrapped ankle guard so the character reads alone in silhouette"", ""signatureWeapon"": ""Dagda Bulwark Lugh Silver-Spear Thornblade"", ""auditStatus"": ""PASS"", ""updated"": ""2026-08-17"", ""maskHelmetIdentity"": ""Dagda mask/helmet/crown uses spiral hip-chain, sex-specific eye framing, and role-specific brow/cheek geometry; never interchangeable faction headgear."", ""armorIdentity"": ""Full-body living myth-source Deity, not a costume: Dagda shows silver branch crowns, moonlit green-gold, living bark armor, woven thorn mantles, mist veils, standing stone geometry, battle-crow omens, cauldron glow, druid knots as organic growth not decoration, geas scars, fae glass, root-lace anatomy.."", ""resolvedArtIdentityPass"": true}"
"MG-DEITY-038","Brigid","Tuatha","Conduit","Female","{""hp"": 40, ""attack"": 11, ""range"": 3, ""energy"": 5, ""speed"": 3, ""armor"": 9, ""resistance"": 14, ""critChance"": 8, ""accuracy"": 84, ""evasion"": 7, ""guardBreak"": 6, ""combatPower"": 228}","[""Brigid \u2014 Silver-Lughch Cut Kindle"", ""Geas Thorn Technique \u2014 Reservoir"", ""Brigid: S\u00eddhe Court Covenant Overchannel"", ""Divine Ascension \u2014 T\u00edr na n\u00d3g Moon-Sovereign Form""]","{""mythology"": ""Tuatha battery office: renewal engine, resource hearth, stored sacred force; Aos S\u00ed/S\u00eddhe: mound gates, hidden courts, fae ancestry"", ""realm"": ""Avalora"", ""civilization"": ""A fae-sovereign memory civilization whose mound gates, silver oathcraft, living woods, moon courts, battle crows, poetic fire, druid knots, and impossible youthlands later became human Celtic fairy and divine lore."", ""cultureRule"": ""source culture humans later copied as Celtic and Irish fae myth"", ""beautyStandard"": ""Tuatha masculinity: fae-warrior nobility, lean otherworld strength, sharp cheekbones, lyrical movement, sovereign confidence rather than bulk"", ""realmAnatomy"": ""Avalora fae-root anatomy with silver-branch nerves, moonlit skin, thorn-bloom scars, mist-vein translucence, geas marks, and living bark/flesh borders"", ""identityFace"": ""youthful hero face with open brow, strong chin, wind-torn hairline, and alert tactical eyes; unique to Brigid through the left-shoulder raven mantle facial/cranial rhythm"", ""identityBody"": ""masculine mythic playable build; height/proportion offset 38: single back banner changes the black-shape read"", ""roleSilhouette"": ""clear unique playable silhouette plus wing-shadow cape edge so the character reads alone in silhouette"", ""signatureWeapon"": ""Brigid Generator Lugh Silver-Spear Thornblade"", ""auditStatus"": ""PASS"", ""updated"": ""2026-08-17"", ""maskHelmetIdentity"": ""Brigid mask/helmet/crown uses split cloak tail, sex-specific eye framing, and role-specific brow/cheek geometry; never interchangeable faction headgear."", ""armorIdentity"": ""Full-body living myth-source Deity, not a costume: Brigid shows silver branch crowns, moonlit green-gold, living bark armor, woven thorn mantles, mist veils, standing stone geometry, battle-crow omens, cauldron glow, druid knots as organic growth not decoration, geas scars, fae glass, root-lace anatomy.."", ""resolvedArtIdentityPass"": true}"
"MG-DEITY-039","Morrigan","Tuatha","Dominion","Female","{""hp"": 40, ""attack"": 11, ""range"": 4, ""energy"": 5, ""speed"": 3, ""armor"": 8, ""resistance"": 16, ""critChance"": 7, ""accuracy"": 86, ""evasion"": 8, ""guardBreak"": 9, ""combatPower"": 234}","[""Morr\u00edgan \u2014 Silver-Lughch Cut Vector"", ""Geas Thorn Technique \u2014 Field Rewrite"", ""Morr\u00edgan: S\u00eddhe Court Covenant Dominion Grid"", ""Divine Ascension \u2014 T\u00edr na n\u00d3g Moon-Sovereign Form""]","{""mythology"": ""Tuatha controller office: terrain law, threshold command, battlefield geometry; T\u00edr na n\u00d3g: youth, impossible time, otherworld beauty"", ""realm"": ""Avalora"", ""civilization"": ""A fae-sovereign memory civilization whose mound gates, silver oathcraft, living woods, moon courts, battle crows, poetic fire, druid knots, and impossible youthlands later became human Celtic fairy and divine lore."", ""cultureRule"": ""source culture humans later copied as Celtic and Irish fae myth"", ""beautyStandard"": ""Tuatha femininity: otherworldly Celtic beauty, luminous eyes, elegant waist-to-hip line, moonlit sensual grace, thorn-queen danger, never generic elf"", ""realmAnatomy"": ""Avalora fae-root anatomy with silver-branch nerves, moonlit skin, thorn-bloom scars, mist-vein translucence, geas marks, and living bark/flesh borders"", ""identityFace"": ""water-oracle face with rounded cheeks, reflective eyes, long lashes, and calm sensual expression; unique to Morr\u00edgan through the spiral hip-chain facial/cranial rhythm"", ""identityBody"": ""elegant tall sorceress build, long neck and arms, tapered waist, flowing garment silhouette, commanding feminine stillness; height/proportion offset 39: braided weapon tether changes the black-shape read"", ""roleSilhouette"": ""vertical command silhouette with crown/halo/mantle spread, long gesture hand, and battlefield-rule presence plus three-bead brow line so the character reads alone in silhouette"", ""signatureWeapon"": ""Morr\u00edgan Compass Lugh Silver-Spear Thornblade"", ""auditStatus"": ""PASS"", ""updated"": ""2026-08-17"", ""maskHelmetIdentity"": ""Morr\u00edgan mask/helmet/crown uses asymmetric high collar, sex-specific eye framing, and role-specific brow/cheek geometry; never interchangeable faction headgear."", ""armorIdentity"": ""Full-body living myth-source Deity, not a costume: Morr\u00edgan shows silver branch crowns, moonlit green-gold, living bark armor, woven thorn mantles, mist veils, standing stone geometry, battle-crow omens, cauldron glow, druid knots as organic growth not decoration, geas scars, fae glass, root-lace anatomy.."", ""resolvedArtIdentityPass"": true}"
"MG-DEITY-040","Lugh","Tuatha","Fracture","Male","{""hp"": 40, ""attack"": 13, ""range"": 2, ""energy"": 3, ""speed"": 2, ""armor"": 12, ""resistance"": 8, ""critChance"": 9, ""accuracy"": 81, ""evasion"": 4, ""guardBreak"": 18, ""combatPower"": 210}","[""Lugh \u2014 Silver-Lughch Cut Rend"", ""Geas Thorn Technique \u2014 Rupture"", ""Lugh: S\u00eddhe Court Covenant Sundering Trial"", ""Divine Ascension \u2014 T\u00edr na n\u00d3g Moon-Sovereign Form""]","{""mythology"": ""Tuatha breaker office: judgement rupture, armor sundering, trial by force; Morr\u00edgan: battle crow, fate, war prophecy"", ""realm"": ""Avalora"", ""civilization"": ""A fae-sovereign memory civilization whose mound gates, silver oathcraft, living woods, moon courts, battle crows, poetic fire, druid knots, and impossible youthlands later became human Celtic fairy and divine lore."", ""cultureRule"": ""source culture humans later copied as Celtic and Irish fae myth"", ""beautyStandard"": ""Tuatha masculinity: fae-warrior nobility, lean otherworld strength, sharp cheekbones, lyrical movement, sovereign confidence rather than bulk"", ""realmAnatomy"": ""Avalora fae-root anatomy with silver-branch nerves, moonlit skin, thorn-bloom scars, mist-vein translucence, geas marks, and living bark/flesh borders"", ""identityFace"": ""mask-framed priest-warrior face with tall forehead, carved lips, unusual eye spacing, and ritual mark asymmetry; unique to Lugh through the split cloak tail facial/cranial rhythm"", ""identityBody"": ""masculine mythic playable build; height/proportion offset 40: crescent shoulder void changes the black-shape read"", ""roleSilhouette"": ""clear unique playable silhouette plus thorn rib lattice so the character reads alone in silhouette"", ""signatureWeapon"": ""Lugh Sunderer Lugh Silver-Spear Thornblade"", ""auditStatus"": ""PASS"", ""updated"": ""2026-08-17"", ""maskHelmetIdentity"": ""Lugh mask/helmet/crown uses floating oath-ring stack, sex-specific eye framing, and role-specific brow/cheek geometry; never interchangeable faction headgear."", ""armorIdentity"": ""Full-body living myth-source Deity, not a costume: Lugh shows silver branch crowns, moonlit green-gold, living bark armor, woven thorn mantles, mist veils, standing stone geometry, battle-crow omens, cauldron glow, druid knots as organic growth not decoration, geas scars, fae glass, root-lace anatomy.."", ""resolvedArtIdentityPass"": true}"
"MG-DEITY-046","Michael","Empyrean","Endurance","Male","{""hp"": 50, ""attack"": 10, ""range"": 2, ""energy"": 5, ""speed"": 2, ""armor"": 19, ""resistance"": 12, ""critChance"": 7, ""accuracy"": 82, ""evasion"": 4, ""guardBreak"": 8, ""combatPower"": 236}","[""Michael \u2014 Seraph Edict Lash Anchor"", ""Choir Seal Technique \u2014 Bastion"", ""Michael: Ophanim Throne Judgment Holdfast"", ""Divine Ascension \u2014 Seraphic Choir Unbound""]","{""mythology"": ""Empyrean defender office: sovereign protector, gate-holder, law shield; Dominions/Virtues/Powers: hierarchy, governance, miracle force, defense against chaos"", ""realm"": ""The Radiant Hierarchies"", ""civilization"": ""A celestial bureaucracy/choir civilization whose messenger wings, burning wheels, many-eyed guardians, throne-judges, bells, radiant vaults, and heavenly city geometry later became human angelic legend."", ""cultureRule"": ""source culture humans later copied as angelic and heavenly lore"", ""beautyStandard"": ""Empyrean masculinity: severe holy elegance, long commanding lines, luminous eyes, ascetic strength, judicial stillness instead of brute mass"", ""realmAnatomy"": ""choir-made anatomy with glass-bone translucence, many-eye halos grown from the skull, bell-metal joints, feather and non-feather wing geometries, scroll-seal skin"", ""identityFace"": ""serene judge face with glass-lit cheekbones, elongated chin, luminous pupils, and no ordinary human softness; unique to Michael through the root-wrapped ankle guard facial/cranial rhythm"", ""identityBody"": ""massive oath-anchor torso, thick forearms, grounded legs, shield-wall stance, unmistakably masculine without losing individual anatomy; height/proportion offset 46: blood-wax sash knot changes the black-shape read"", ""roleSilhouette"": ""fortress-readable silhouette with broad guard arms, heavy base, protective negative space, and a weapon planted like law plus broken crown prong so the character reads alone in silhouette"", ""signatureWeapon"": ""Michael Bulwark Seraph Bell-Edict Blade"", ""auditStatus"": ""PASS"", ""updated"": ""2026-08-17"", ""maskHelmetIdentity"": ""Michael mask/helmet/crown uses three-bead brow line, sex-specific eye framing, and role-specific brow/cheek geometry; never interchangeable faction headgear."", ""armorIdentity"": ""Full-body living myth-source Deity, not a costume: Michael shows white-gold radiance, many-eye halos, glass armor, feathered and non-feathered wing geometries, bell-metal joints, choral vibration lines, living scroll seals, stair-ladders of light, cathedral vault anatomy, ophanim wheels, seraph fire, cherub guardian masks.."", ""resolvedArtIdentityPass"": true}"
"MG-DEITY-047","Gabriel","Empyrean","Conduit","Male","{""hp"": 42, ""attack"": 11, ""range"": 3, ""energy"": 5, ""speed"": 3, ""armor"": 9, ""resistance"": 14, ""critChance"": 8, ""accuracy"": 84, ""evasion"": 7, ""guardBreak"": 6, ""combatPower"": 230}","[""Gabriel \u2014 Seraph Edict Lash Kindle"", ""Choir Seal Technique \u2014 Reservoir"", ""Gabriel: Ophanim Throne Judgment Overchannel"", ""Divine Ascension \u2014 Seraphic Choir Unbound""]","{""mythology"": ""Empyrean battery office: renewal engine, resource hearth, stored sacred force; Heavenly city/ladder: ascent, gates, vaults, radiant order"", ""realm"": ""The Radiant Hierarchies"", ""civilization"": ""A celestial bureaucracy/choir civilization whose messenger wings, burning wheels, many-eyed guardians, throne-judges, bells, radiant vaults, and heavenly city geometry later became human angelic legend."", ""cultureRule"": ""source culture humans later copied as angelic and heavenly lore"", ""beautyStandard"": ""Empyrean masculinity: severe holy elegance, long commanding lines, luminous eyes, ascetic strength, judicial stillness instead of brute mass"", ""realmAnatomy"": ""choir-made anatomy with glass-bone translucence, many-eye halos grown from the skull, bell-metal joints, feather and non-feather wing geometries, scroll-seal skin"", ""identityFace"": ""predatory court face with angular jaw, hooked noble nose, ember eyes, and precise dangerous smile; unique to Gabriel through the wing-shadow cape edge facial/cranial rhythm"", ""identityBody"": ""masculine mythic playable build; height/proportion offset 47: sun-scar collar notch changes the black-shape read"", ""roleSilhouette"": ""clear unique playable silhouette plus left-shoulder raven mantle so the character reads alone in silhouette"", ""signatureWeapon"": ""Gabriel Generator Seraph Bell-Edict Blade"", ""auditStatus"": ""PASS"", ""updated"": ""2026-08-17"", ""maskHelmetIdentity"": ""Gabriel mask/helmet/crown uses thorn rib lattice, sex-specific eye framing, and role-specific brow/cheek geometry; never interchangeable faction headgear."", ""armorIdentity"": ""Full-body living myth-source Deity, not a costume: Gabriel shows white-gold radiance, many-eye halos, glass armor, feathered and non-feathered wing geometries, bell-metal joints, choral vibration lines, living scroll seals, stair-ladders of light, cathedral vault anatomy, ophanim wheels, seraph fire, cherub guardian masks.."", ""resolvedArtIdentityPass"": true}"
